_id,date,center_name,attendance_count
53947510,2018-11-14,Phillips Community Center,82
53947511,2018-11-14,West Penn Community Center,64
53947512,2018-11-14,Ammon Community Center,94
53947513,2018-11-14,Brookline Community Center,86
53947514,2018-11-14,Magee Community Center,47
53947515,2018-11-14,Jefferson Community Center,28
53947516,2018-11-14,Paulson Community Center,17
53947517,2018-11-14,Ormsby Community Center,42
53947518,2018-11-14,Warrington Community Center,23
53947519,2018-11-13,Phillips Community Center,57
53947520,2018-11-13,West Penn Community Center,101
53947521,2018-11-13,Ammon Community Center,90
53947522,2018-11-13,Brookline Community Center,60
53947523,2018-11-13,Jefferson Community Center,21
53947524,2018-11-13,Magee Community Center,63
53947525,2018-11-13,Ormsby Community Center,21
53947526,2018-11-13,Paulson Community Center,25
53947527,2018-11-13,Warrington Community Center,8
53947528,2018-11-09,Phillips Community Center,37
53947529,2018-11-09,West Penn Community Center,52
53947530,2018-11-09,Ammon Community Center,93
53947531,2018-11-09,Brookline Community Center,46
53947532,2018-11-09,Magee Community Center,66
53947533,2018-11-09,Jefferson Community Center,14
53947534,2018-11-09,Paulson Community Center,13
53947535,2018-11-09,Ormsby Community Center,36
53947536,2018-11-09,Warrington Community Center,8
53947537,2018-11-08,Phillips Community Center,94
53947538,2018-11-08,West Penn Community Center,56
53947539,2018-11-08,Ammon Community Center,115
53947540,2018-11-08,Brookline Community Center,56
53947541,2018-11-08,Jefferson Community Center,13
53947542,2018-11-08,Magee Community Center,54
53947543,2018-11-08,Ormsby Community Center,20
53947544,2018-11-08,Paulson Community Center,17
53947545,2018-11-08,Warrington Community Center,10
53947546,2018-11-07,Phillips Community Center,95
53947547,2018-11-07,West Penn Community Center,64
53947548,2018-11-07,Ammon Community Center,91
53947549,2018-11-07,Brookline Community Center,85
53947550,2018-11-07,Magee Community Center,80
53947551,2018-11-07,Jefferson Community Center,17
53947552,2018-11-07,Paulson Community Center,10
53947553,2018-11-07,Ormsby Community Center,40
53947554,2018-11-07,Warrington Community Center,22
53947555,2018-11-06,Phillips Community Center,122
53947556,2018-11-06,West Penn Community Center,54
53947557,2018-11-06,Ammon Community Center,35
53947558,2018-11-06,Brookline Community Center,4
53947559,2018-11-06,Jefferson Community Center,25
53947560,2018-11-06,Magee Community Center,87
53947561,2018-11-06,Ormsby Community Center,21
53947562,2018-11-05,Phillips Community Center,141
53947563,2018-11-05,West Penn Community Center,55
53947564,2018-11-05,Ammon Community Center,113
53947565,2018-11-05,Brookline Community Center,61
53947566,2018-11-05,Magee Community Center,50
53947567,2018-11-05,Jefferson Community Center,30
53947568,2018-11-05,Ormsby Community Center,46
53947569,2018-11-05,Warrington Community Center,27
53947570,2018-11-03,Phillips Community Center,17
53947571,2018-11-03,West Penn Community Center,42
53947572,2018-11-03,Brookline Community Center,36
53947573,2018-11-03,Magee Community Center,36
53947574,2018-11-02,Phillips Community Center,93
53947575,2018-11-02,West Penn Community Center,49
53947576,2018-11-02,Ammon Community Center,87
53947577,2018-11-02,Brookline Community Center,25
53947578,2018-11-02,Magee Community Center,31
53947579,2018-11-02,Jefferson Community Center,20
53947580,2018-11-02,Ormsby Community Center,30
53947581,2018-11-02,Warrington Community Center,10
53947582,2018-11-01,Phillips Community Center,74
53947583,2018-11-01,West Penn Community Center,110
53947584,2018-11-01,Ammon Community Center,22
53947585,2018-11-01,Brookline Community Center,52
53947586,2018-11-01,Jefferson Community Center,17
53947587,2018-11-01,Magee Community Center,40
53947588,2018-11-01,Ormsby Community Center,40
53947589,2018-11-01,Warrington Community Center,13
53947590,2018-10-31,Phillips Community Center,83
53947591,2018-10-31,West Penn Community Center,37
53947592,2018-10-31,Ammon Community Center,83
53947593,2018-10-31,Brookline Community Center,38
53947594,2018-10-31,Magee Community Center,22
53947595,2018-10-31,Jefferson Community Center,17
53947596,2018-10-31,Ormsby Community Center,15
53947597,2018-10-31,Warrington Community Center,6
53947598,2018-10-30,Phillips Community Center,113
53947599,2018-10-30,West Penn Community Center,79
53947600,2018-10-30,Ammon Community Center,87
53947601,2018-10-30,Brookline Community Center,73
53947602,2018-10-30,Jefferson Community Center,21
53947603,2018-10-30,Magee Community Center,63
53947604,2018-10-30,Ormsby Community Center,27
53947605,2018-10-30,Warrington Community Center,7
53947606,2018-10-29,Phillips Community Center,77
53947607,2018-10-29,West Penn Community Center,60
53947608,2018-10-29,Ammon Community Center,113
53947609,2018-10-29,Brookline Community Center,66
53947610,2018-10-29,Magee Community Center,57
53947611,2018-10-29,Jefferson Community Center,43
53947612,2018-10-29,Ormsby Community Center,21
53947613,2018-10-29,Warrington Community Center,22
53947614,2018-10-27,Phillips Community Center,7
53947615,2018-10-27,West Penn Community Center,45
53947616,2018-10-27,Ammon Community Center,28
53947617,2018-10-27,Brookline Community Center,46
53947618,2018-10-26,Phillips Community Center,41
53947619,2018-10-26,West Penn Community Center,36
53947620,2018-10-26,Ammon Community Center,84
53947621,2018-10-26,Brookline Community Center,64
53947622,2018-10-26,Jefferson Community Center,44
53947623,2018-10-26,Ormsby Community Center,13
53947624,2018-10-26,Warrington Community Center,21
53947625,2018-10-25,Phillips Community Center,73
53947626,2018-10-25,West Penn Community Center,118
53947627,2018-10-25,Ammon Community Center,151
53947628,2018-10-25,Brookline Community Center,54
53947629,2018-10-25,Jefferson Community Center,29
53947630,2018-10-25,Magee Community Center,20
53947631,2018-10-25,Ormsby Community Center,43
53947632,2018-10-25,Warrington Community Center,21
53947633,2018-10-24,Phillips Community Center,107
53947634,2018-10-24,West Penn Community Center,65
53947635,2018-10-24,Ammon Community Center,113
53947636,2018-10-24,Brookline Community Center,84
53947637,2018-10-24,Magee Community Center,48
53947638,2018-10-24,Jefferson Community Center,36
53947639,2018-10-24,Ormsby Community Center,39
53947640,2018-10-24,Warrington Community Center,22
53947641,2018-10-23,Phillips Community Center,111
53947642,2018-10-23,West Penn Community Center,94
53947643,2018-10-23,Ammon Community Center,116
53947644,2018-10-23,Brookline Community Center,70
53947645,2018-10-23,Jefferson Community Center,46
53947646,2018-10-23,Magee Community Center,70
53947647,2018-10-23,Ormsby Community Center,29
53947648,2018-10-23,Warrington Community Center,15
53947649,2018-10-22,Phillips Community Center,90
53947650,2018-10-22,West Penn Community Center,59
53947651,2018-10-22,Ammon Community Center,102
53947652,2018-10-22,Brookline Community Center,59
53947653,2018-10-22,Magee Community Center,55
53947654,2018-10-22,Jefferson Community Center,31
53947655,2018-10-22,Ormsby Community Center,46
53947656,2018-10-22,Warrington Community Center,34
53947657,2018-10-20,Phillips Community Center,20
53947658,2018-10-20,West Penn Community Center,38
53947659,2018-10-20,Ammon Community Center,1
53947660,2018-10-20,Brookline Community Center,22
53947661,2018-10-20,Magee Community Center,13
53947662,2018-10-19,Phillips Community Center,95
53947663,2018-10-19,West Penn Community Center,80
53947664,2018-10-19,Ammon Community Center,94
53947665,2018-10-19,Arlington Community Center,10
53947666,2018-10-19,Brookline Community Center,40
53947667,2018-10-19,Magee Community Center,73
53947668,2018-10-19,Jefferson Community Center,33
53947669,2018-10-19,Ormsby Community Center,65
53947670,2018-10-19,Warrington Community Center,10
53947671,2018-10-18,Phillips Community Center,80
53947672,2018-10-18,West Penn Community Center,119
53947673,2018-10-18,Arlington Community Center,9
53947674,2018-10-18,Ammon Community Center,89
53947675,2018-10-18,Brookline Community Center,37
53947676,2018-10-18,Jefferson Community Center,34
53947677,2018-10-18,Magee Community Center,44
53947678,2018-10-18,Ormsby Community Center,35
53947679,2018-10-18,Warrington Community Center,23
53947680,2018-10-17,Phillips Community Center,140
53947681,2018-10-17,West Penn Community Center,106
53947682,2018-10-17,Ammon Community Center,29
53947683,2018-10-17,Arlington Community Center,5
53947684,2018-10-17,Brookline Community Center,82
53947685,2018-10-17,Magee Community Center,54
53947686,2018-10-17,Jefferson Community Center,35
53947687,2018-10-17,Ormsby Community Center,42
53947688,2018-10-17,Warrington Community Center,13
53947689,2018-10-16,Phillips Community Center,100
53947690,2018-10-16,West Penn Community Center,81
53947691,2018-10-16,Arlington Community Center,10
53947692,2018-10-16,Ammon Community Center,81
53947693,2018-10-16,Brookline Community Center,46
53947694,2018-10-16,Jefferson Community Center,38
53947695,2018-10-16,Magee Community Center,27
53947696,2018-10-16,Ormsby Community Center,63
53947697,2018-10-16,Warrington Community Center,20
53947698,2018-10-15,Phillips Community Center,89
53947699,2018-10-15,West Penn Community Center,45
53947700,2018-10-15,Ammon Community Center,62
53947701,2018-10-15,Arlington Community Center,3
53947702,2018-10-15,Brookline Community Center,68
53947703,2018-10-15,Jefferson Community Center,39
53947704,2018-10-15,Ormsby Community Center,48
53947705,2018-10-15,Warrington Community Center,16
53947706,2018-10-13,Phillips Community Center,18
53947707,2018-10-13,West Penn Community Center,40
53947708,2018-10-13,Brookline Community Center,26
53947709,2018-10-12,Phillips Community Center,70
53947710,2018-10-12,West Penn Community Center,61
53947711,2018-10-12,Arlington Community Center,11
53947712,2018-10-12,Ammon Community Center,28
53947713,2018-10-12,Brookline Community Center,65
53947714,2018-10-12,Jefferson Community Center,49
53947715,2018-10-12,Ormsby Community Center,62
53947716,2018-10-12,Warrington Community Center,14
53947717,2018-10-11,Phillips Community Center,80
53947718,2018-10-11,West Penn Community Center,127
53947719,2018-10-11,Ammon Community Center,16
53947720,2018-10-11,Arlington Community Center,7
53947721,2018-10-11,Brookline Community Center,54
53947722,2018-10-11,Jefferson Community Center,30
53947723,2018-10-11,Ormsby Community Center,50
53947724,2018-10-11,Warrington Community Center,9
53947725,2018-10-10,Phillips Community Center,91
53947726,2018-10-10,West Penn Community Center,87
53947727,2018-10-10,Arlington Community Center,8
53947728,2018-10-10,Ammon Community Center,33
53947729,2018-10-10,Brookline Community Center,63
53947730,2018-10-10,Jefferson Community Center,23
53947731,2018-10-10,Ormsby Community Center,45
53947732,2018-10-10,Warrington Community Center,17
53947733,2018-10-09,Phillips Community Center,141
53947734,2018-10-09,West Penn Community Center,66
53947735,2018-10-09,Ammon Community Center,24
53947736,2018-10-09,Arlington Community Center,3
53947737,2018-10-09,Brookline Community Center,51
53947738,2018-10-09,Jefferson Community Center,31
53947739,2018-10-09,Ormsby Community Center,59
53947740,2018-10-09,Warrington Community Center,10
53947741,2018-10-08,Phillips Community Center,88
53947742,2018-10-08,West Penn Community Center,54
53947743,2018-10-08,Arlington Community Center,2
53947744,2018-10-08,Ammon Community Center,29
53947745,2018-10-08,Brookline Community Center,78
53947746,2018-10-08,Jefferson Community Center,35
53947747,2018-10-08,Ormsby Community Center,23
53947748,2018-10-08,Warrington Community Center,14
53947749,2018-10-06,Phillips Community Center,18
53947750,2018-10-06,West Penn Community Center,30
53947751,2018-10-06,Brookline Community Center,27
53947752,2018-10-05,Phillips Community Center,85
53947753,2018-10-05,West Penn Community Center,46
53947754,2018-10-05,Ammon Community Center,27
53947755,2018-10-05,Arlington Community Center,13
53947756,2018-10-05,Brookline Community Center,36
53947757,2018-10-05,Jefferson Community Center,24
53947758,2018-10-05,Ormsby Community Center,60
53947759,2018-10-05,Warrington Community Center,38
53947760,2018-10-04,Phillips Community Center,80
53947761,2018-10-04,West Penn Community Center,132
53947762,2018-10-04,Arlington Community Center,4
53947763,2018-10-04,Ammon Community Center,35
53947764,2018-10-04,Brookline Community Center,45
53947765,2018-10-04,Jefferson Community Center,16
53947766,2018-10-04,Ormsby Community Center,43
53947767,2018-10-04,Warrington Community Center,12
53947768,2018-10-03,Phillips Community Center,124
53947769,2018-10-03,West Penn Community Center,101
53947770,2018-10-03,Ammon Community Center,53
53947771,2018-10-03,Arlington Community Center,4
53947772,2018-10-03,Brookline Community Center,73
53947773,2018-10-03,Jefferson Community Center,24
53947774,2018-10-03,Ormsby Community Center,42
53947775,2018-10-03,Warrington Community Center,12
53947776,2018-10-02,Phillips Community Center,73
53947777,2018-10-02,West Penn Community Center,55
53947778,2018-10-02,Arlington Community Center,19
53947779,2018-10-02,Ammon Community Center,14
53947780,2018-10-02,Brookline Community Center,57
53947781,2018-10-02,Jefferson Community Center,26
53947782,2018-10-02,Ormsby Community Center,59
53947783,2018-10-02,Warrington Community Center,13
